job_id,num_qubits,depth,priority,arrival_time,num_shots
2400,12,16,2,,94028
2401,12,10,2,,61938
2402,12,7,2,,11755
2403,17,8,2,,58514
2404,19,20,2,,10617
2405,18,20,2,,88021
2406,15,7,2,,14473
2407,13,18,2,,29072
2408,18,10,2,,48988
2409,15,20,2,,27581
2410,18,7,2,,90732
2411,14,11,2,,92919
2412,9,5,2,,77670
2413,17,13,2,,42152
2414,20,8,2,,44982
2415,14,7,2,,90932
2416,18,9,2,,39870
2417,12,14,2,,97131
2418,14,19,2,,54046
2419,9,6,2,,11864
2420,18,13,2,,94953
2421,7,5,2,,54831
2422,9,9,2,,59162
2423,10,7,2,,35575
2424,7,5,2,,50942
2425,17,14,2,,22026
2426,20,5,2,,34013
2427,17,8,2,,77468
2428,19,10,2,,75961
2429,11,5,2,,10617
2430,17,11,2,,38963
2431,14,13,2,,13348
2432,10,7,2,,20894
2433,11,11,2,,82203
2434,12,10,2,,61438
2435,8,10,2,,19698
2436,15,11,2,,31334
2437,11,14,2,,56156
2438,13,14,2,,49124
2439,15,15,2,,89160
2440,16,12,2,,99466
2441,13,14,2,,75952
2442,19,8,2,,99251
2443,5,11,2,,61902
2444,7,15,2,,88732
2445,11,18,2,,75575
2446,19,15,2,,15374
2447,15,18,2,,70951
2448,20,17,2,,43302
2449,12,7,2,,67413
2450,17,19,2,,38099
2451,20,11,2,,41892
2452,14,15,2,,11174
2453,18,12,2,,66488
2454,17,9,2,,50819
2455,15,12,2,,29944
2456,15,14,2,,14430
2457,9,15,2,,42935
2458,19,16,2,,15587
2459,11,19,2,,40092
2460,20,14,2,,90503
2461,8,20,2,,83479
2462,18,8,2,,46842
2463,10,7,2,,28453
2464,12,13,2,,30122
2465,5,20,2,,31519
2466,5,20,2,,69571
2467,16,13,2,,62195
2468,12,20,2,,71452
2469,13,6,2,,63996
2470,8,17,2,,81049
2471,16,8,2,,42986
2472,8,6,2,,69771
2473,10,17,2,,98183
2474,19,18,2,,55919
2475,10,17,2,,86125
2476,18,11,2,,59119
2477,13,12,2,,76344
2478,9,19,2,,52333
2479,19,5,2,,44849
2480,15,9,2,,99043
2481,19,9,2,,68224
2482,14,18,2,,70354
2483,7,13,2,,80866
2484,19,7,2,,62825
2485,19,7,2,,25345
2486,14,20,2,,90966
2487,10,19,2,,15313
2488,13,18,2,,17706
2489,6,18,2,,25986
2490,5,8,2,,38496
2491,16,19,2,,34072
2492,14,6,2,,74080
2493,15,18,2,,21048
2494,18,5,2,,86773
2495,19,18,2,,51393
2496,13,18,2,,65252
2497,10,16,2,,77955
2498,9,20,2,,69267
2499,5,9,2,,82649
2500,5,17,2,,65678
2501,14,9,2,,74441
2502,9,5,2,,81470
2503,12,20,2,,41138
2504,10,17,2,,83886
2505,20,18,2,,85932
2506,8,16,2,,29880
2507,15,16,2,,84333
2508,18,5,2,,88566
2509,10,8,2,,49465
2510,20,9,2,,62279
2511,5,10,2,,97185
2512,17,11,2,,41701
2513,11,6,2,,18107
2514,8,19,2,,22481
2515,11,15,2,,39603
2516,10,5,2,,50673
2517,17,8,2,,39272
2518,16,9,2,,16101
2519,11,14,2,,24675
2520,13,17,2,,59439
2521,18,5,2,,72972
2522,11,13,2,,43801
2523,6,20,2,,86421
2524,10,8,2,,47917
2525,5,12,2,,61882
2526,17,6,2,,88147
2527,5,10,2,,90949
2528,14,20,2,,92091
2529,17,8,2,,96033
2530,17,14,2,,18909
2531,15,11,2,,93432
2532,20,6,2,,16670
2533,9,7,2,,35701
2534,9,6,2,,31611
2535,20,14,2,,89537
2536,16,9,2,,72131
2537,9,9,2,,98848
2538,18,9,2,,82337
2539,7,17,2,,59662
2540,18,11,2,,46717
2541,12,11,2,,22581
2542,15,18,2,,47220
2543,18,19,2,,20174
2544,8,10,2,,40039
2545,11,15,2,,68303
2546,18,14,2,,92163
2547,14,19,2,,40882
2548,13,17,2,,36054
2549,17,20,2,,20472
2550,12,13,2,,94524
2551,19,17,2,,97862
2552,6,6,2,,38371
2553,20,9,2,,69896
2554,9,17,2,,89463
2555,6,6,2,,27749
2556,7,9,2,,64890
2557,10,7,2,,67156
2558,5,12,2,,13805
2559,9,16,2,,64588
2560,7,11,2,,30333
2561,20,18,2,,18212
2562,7,12,2,,13172
2563,11,19,2,,89768
2564,20,19,2,,20059
2565,5,20,2,,10818
2566,14,8,2,,65899
2567,20,18,2,,78882
2568,7,14,2,,36267
2569,12,18,2,,52133
2570,14,17,2,,39884
2571,9,5,2,,89629
2572,12,17,2,,74710
2573,18,14,2,,81528
2574,10,8,2,,82406
2575,19,19,2,,96888
2576,17,9,2,,39059
2577,5,11,2,,72254
2578,8,5,2,,51537
2579,16,9,2,,78606
2580,20,7,2,,17748
2581,5,10,2,,83963
2582,7,10,2,,41025
2583,11,19,2,,14136
2584,20,8,2,,55471
2585,8,14,2,,50143
2586,12,14,2,,37618
2587,11,13,2,,35100
2588,13,18,2,,47059
2589,11,10,2,,34797
2590,8,17,2,,61863
2591,17,19,2,,96302
2592,9,6,2,,67736
2593,14,18,2,,82461
2594,5,8,2,,89376
2595,18,13,2,,42266
2596,16,15,2,,96090
2597,6,7,2,,42224
2598,20,7,2,,30722
2599,7,13,2,,91165
2600,6,20,2,,21276
2601,16,17,2,,13619
2602,12,13,2,,86993
2603,12,16,2,,28953
2604,8,10,2,,45069
2605,17,18,2,,11868
2606,9,20,2,,22683
2607,19,12,2,,15769
2608,12,11,2,,34541
2609,13,15,2,,67683
2610,8,12,2,,72733
2611,20,14,2,,53205
2612,12,17,2,,97375
2613,12,12,2,,77449
2614,7,16,2,,15846
2615,5,15,2,,93295
2616,12,16,2,,43942
2617,10,17,2,,65948
2618,14,16,2,,55738
2619,9,8,2,,11292
2620,19,12,2,,24110
2621,6,15,2,,55095
2622,14,19,2,,13784
2623,5,6,2,,25530
2624,12,11,2,,68078
2625,10,5,2,,85455
2626,11,15,2,,32095
2627,18,20,2,,87548
2628,10,8,2,,70967
2629,7,9,2,,20546
2630,15,20,2,,59608
2631,20,7,2,,94608
2632,15,18,2,,70850
2633,11,15,2,,65483
2634,6,14,2,,99579
2635,13,17,2,,42842
2636,7,12,2,,69552
2637,10,17,2,,36337
2638,17,6,2,,64394
2639,9,5,2,,28419
2640,7,7,2,,17175
2641,11,6,2,,49774
2642,10,10,2,,42108
2643,14,9,2,,26060
2644,12,20,2,,98456
2645,5,16,2,,65953
2646,12,20,2,,65566
2647,5,16,2,,78504
2648,10,18,2,,37141
2649,5,5,2,,34804
2650,15,14,2,,90543
2651,19,6,2,,98819
2652,15,6,2,,97877
2653,8,16,2,,70257
2654,10,9,2,,84377
2655,6,8,2,,59866
2656,20,14,2,,98401
2657,16,9,2,,94378
2658,20,6,2,,58448
2659,5,8,2,,42627
2660,16,11,2,,88272
2661,9,9,2,,92003
2662,14,14,2,,33325
2663,7,20,2,,13413
2664,13,19,2,,22968
2665,15,8,2,,67163
2666,9,11,2,,45671
2667,6,13,2,,90362
2668,10,8,2,,60570
2669,16,12,2,,42953
2670,6,14,2,,37305
2671,15,20,2,,49294
2672,17,17,2,,49969
2673,7,16,2,,10218
2674,6,19,2,,34643
2675,6,5,2,,17795
2676,10,14,2,,76683
2677,19,15,2,,89148
2678,10,13,2,,40629
2679,10,13,2,,12458
2680,6,13,2,,78606
2681,19,14,2,,32555
2682,12,16,2,,99721
2683,19,20,2,,53970
2684,6,18,2,,88250
2685,16,8,2,,10976
2686,16,9,2,,33706
2687,5,18,2,,29744
2688,19,16,2,,40477
2689,18,8,2,,57599
2690,6,5,2,,62992
2691,17,20,2,,96135
2692,19,6,2,,14642
2693,7,10,2,,34079
2694,18,12,2,,64433
2695,15,5,2,,52588
2696,6,12,2,,76927
2697,10,5,2,,73727
2698,20,18,2,,82945
2699,20,12,2,,94018
2700,7,12,2,,38591
2701,5,17,2,,54496
2702,18,11,2,,49756
2703,15,5,2,,69812
2704,19,13,2,,13230
2705,12,13,2,,66121
2706,20,12,2,,89547
2707,20,17,2,,11566
2708,6,6,2,,64078
2709,6,7,2,,55205
2710,12,7,2,,72029
2711,14,8,2,,98768
2712,11,9,2,,16644
2713,11,9,2,,33146
2714,14,16,2,,30515
2715,12,20,2,,35008
2716,6,20,2,,18912
2717,15,9,2,,54762
2718,13,14,2,,11884
2719,15,7,2,,91312
2720,8,9,2,,17221
2721,7,11,2,,19061
2722,19,12,2,,32912
2723,16,12,2,,60412
2724,14,11,2,,95017
2725,9,14,2,,10647
2726,8,20,2,,88961
2727,8,9,2,,64818
2728,19,18,2,,52514
2729,6,20,2,,57028
2730,14,16,2,,72116
2731,5,11,2,,49706
2732,17,5,2,,76086
2733,8,8,2,,85816
2734,11,10,2,,33070
2735,15,6,2,,65920
2736,5,16,2,,27617
2737,18,9,2,,45378
2738,18,17,2,,63824
2739,15,18,2,,43951
2740,13,17,2,,44790
2741,15,13,2,,96120
2742,14,6,2,,96472
2743,11,14,2,,81659
2744,5,12,2,,43208
2745,18,15,2,,91916
2746,8,15,2,,46565
2747,19,18,2,,18808
2748,15,12,2,,39008
2749,16,11,2,,25856
2750,6,16,2,,46830
2751,18,17,2,,82052
2752,10,13,2,,49898
2753,18,17,2,,82565
2754,9,14,2,,66895
2755,20,14,2,,43497
2756,11,12,2,,16329
2757,12,20,2,,99236
2758,5,5,2,,38078
2759,18,14,2,,43923
2760,8,15,2,,36015
2761,10,14,2,,35378
2762,20,11,2,,17657
2763,20,18,2,,38651
2764,16,16,2,,97259
2765,8,12,2,,70229
2766,16,9,2,,69698
2767,20,16,2,,16519
2768,19,7,2,,73324
2769,17,17,2,,41540
2770,6,16,2,,33341
2771,12,12,2,,36149
2772,15,8,2,,11106
2773,18,20,2,,32425
2774,9,16,2,,59869
2775,19,8,2,,64419
2776,7,13,2,,58910
2777,16,18,2,,57636
2778,7,8,2,,54287
2779,18,19,2,,92379
2780,7,9,2,,38691
2781,8,5,2,,47895
2782,10,5,2,,92479
2783,11,14,2,,34637
2784,9,15,2,,73653
2785,7,6,2,,85767
2786,8,20,2,,28930
2787,6,6,2,,49350
2788,11,11,2,,71994
2789,6,16,2,,56912
2790,16,13,2,,37248
2791,7,8,2,,16217
2792,15,11,2,,38345
2793,8,8,2,,63349
2794,20,5,2,,83489
2795,10,5,2,,50095
2796,14,7,2,,52421
2797,17,14,2,,19799
2798,9,20,2,,52458
2799,18,18,2,,11425
2800,5,15,2,,62698
2801,6,14,2,,61082
2802,20,17,2,,46566
2803,7,15,2,,94617
2804,11,20,2,,67101
2805,15,13,2,,46140
2806,12,15,2,,57004
2807,7,11,2,,91850
2808,17,5,2,,83541
2809,13,6,2,,63984
2810,12,14,2,,89620
2811,14,14,2,,26275
2812,20,16,2,,78350
2813,19,7,2,,46894
2814,5,18,2,,75433
2815,5,5,2,,12797
2816,17,11,2,,47630
2817,6,6,2,,25743
2818,18,16,2,,48600
2819,16,16,2,,30881
2820,7,9,2,,40285
2821,15,5,2,,23772
2822,9,10,2,,38570
2823,12,9,2,,27705
2824,5,7,2,,72599
2825,7,20,2,,93270
2826,13,10,2,,42476
2827,10,11,2,,41509
2828,9,11,2,,63348
2829,17,13,2,,99107
2830,14,19,2,,92874
2831,16,15,2,,36086
2832,13,11,2,,73770
2833,16,15,2,,11168
2834,15,16,2,,29873
2835,16,13,2,,83394
2836,8,8,2,,80777
2837,8,13,2,,87298
2838,19,18,2,,57005
2839,9,19,2,,95986
2840,12,12,2,,58373
2841,5,12,2,,88716
2842,5,14,2,,80304
2843,11,10,2,,78645
2844,19,14,2,,10404
2845,9,14,2,,99260
2846,20,17,2,,40547
2847,6,20,2,,32913
2848,9,19,2,,19526
2849,14,7,2,,23666
2850,15,17,2,,38471
2851,15,6,2,,74059
2852,18,18,2,,38711
2853,10,7,2,,61836
2854,16,11,2,,87627
2855,12,20,2,,33916
2856,9,16,2,,18388
2857,13,11,2,,32461
2858,19,6,2,,45520
2859,16,20,2,,44910
2860,17,10,2,,60119
2861,8,11,2,,79509
2862,14,11,2,,50229
2863,14,18,2,,32249
2864,8,18,2,,66199
2865,12,19,2,,34885
2866,9,13,2,,88077
2867,17,9,2,,77964
2868,15,17,2,,64316
2869,9,20,2,,87587
2870,10,7,2,,33887
2871,8,9,2,,46061
2872,20,7,2,,77041
2873,18,6,2,,31354
2874,7,16,2,,71071
2875,14,19,2,,26099
2876,5,16,2,,66473
2877,6,19,2,,72041
2878,5,8,2,,63033
2879,11,5,2,,11777
2880,20,8,2,,73319
2881,6,12,2,,31671
2882,16,12,2,,34782
2883,14,13,2,,17464
2884,8,14,2,,56090
2885,15,11,2,,97244
2886,10,5,2,,83525
2887,5,16,2,,55902
2888,5,19,2,,56931
2889,18,6,2,,16714
2890,12,13,2,,24814
2891,20,14,2,,53151
2892,17,15,2,,26296
2893,6,15,2,,25101
2894,12,20,2,,35118
2895,10,12,2,,88497
2896,12,19,2,,37507
2897,7,14,2,,61814
2898,14,17,2,,31798
2899,9,19,2,,37417
2900,7,11,2,,56106
2901,18,14,2,,89370
2902,5,15,2,,97189
2903,20,5,2,,23070
2904,18,7,2,,31529
2905,14,8,2,,36097
2906,14,13,2,,44999
2907,18,9,2,,43253
2908,19,13,2,,83367
2909,8,12,2,,21816
2910,5,13,2,,61956
2911,18,10,2,,53391
2912,20,19,2,,99424
2913,17,19,2,,36845
2914,6,15,2,,33579
2915,11,11,2,,65302
2916,18,8,2,,88838
2917,18,6,2,,93444
2918,6,12,2,,16045
2919,19,6,2,,58317
2920,6,11,2,,90470
2921,14,16,2,,27628
2922,16,9,2,,97584
2923,16,15,2,,23877
2924,18,11,2,,20336
2925,13,12,2,,51733
2926,14,11,2,,86516
2927,5,10,2,,58727
2928,18,17,2,,80656
2929,20,6,2,,21122
2930,15,14,2,,45937
2931,12,11,2,,80012
2932,12,8,2,,82493
2933,13,13,2,,81239
2934,18,5,2,,57163
2935,8,8,2,,37987
2936,9,17,2,,38291
2937,10,7,2,,11362
2938,19,10,2,,44148
2939,16,10,2,,28925
2940,8,19,2,,33357
2941,10,20,2,,50941
2942,16,9,2,,20154
2943,12,10,2,,30259
2944,8,9,2,,18214
2945,11,14,2,,23338
2946,6,9,2,,42020
2947,17,16,2,,47252
2948,15,16,2,,42583
2949,5,16,2,,65716
2950,20,12,2,,81291
2951,14,19,2,,40896
2952,19,6,2,,56748
2953,5,12,2,,52379
2954,18,14,2,,78149
2955,10,6,2,,89515
2956,7,18,2,,19036
2957,11,11,2,,70130
2958,16,17,2,,68099
2959,18,7,2,,93159
2960,17,12,2,,55379
2961,16,15,2,,11106
2962,5,11,2,,69485
2963,8,13,2,,51268
2964,5,18,2,,39510
2965,10,15,2,,36995
2966,11,10,2,,44548
2967,19,17,2,,34444
2968,12,6,2,,89531
2969,10,10,2,,81366
2970,6,19,2,,83407
2971,11,14,2,,69081
2972,16,15,2,,11442
2973,8,5,2,,66080
2974,11,7,2,,40152
2975,20,9,2,,75486
2976,16,17,2,,82725
2977,9,20,2,,95717
2978,12,6,2,,32103
2979,15,14,2,,67514
2980,20,6,2,,22616
2981,7,17,2,,17052
2982,6,15,2,,88352
2983,11,14,2,,10660
2984,12,11,2,,11505
2985,8,13,2,,54742
2986,14,19,2,,53329
2987,15,20,2,,76199
2988,20,20,2,,94707
2989,19,17,2,,31384
2990,16,7,2,,75287
2991,16,8,2,,28210
2992,15,20,2,,36465
2993,8,9,2,,14439
2994,10,16,2,,65666
2995,11,15,2,,95011
2996,10,8,2,,55426
2997,6,13,2,,15396
2998,20,5,2,,66942
2999,11,6,2,,99992
3000,9,18,2,,34807
3001,9,15,2,,32265
3002,19,17,2,,74791
3003,17,8,2,,63903
3004,17,13,2,,71885
3005,18,7,2,,84497
3006,6,11,2,,89078
3007,17,15,2,,36034
3008,10,14,2,,59192
3009,17,12,2,,51637
3010,5,19,2,,67302
3011,18,19,2,,11383
3012,17,6,2,,47602
3013,12,16,2,,84926
3014,10,8,2,,46503
3015,15,17,2,,80347
3016,16,19,2,,69281
3017,6,9,2,,68844
3018,9,19,2,,89019
3019,6,18,2,,53592
3020,6,12,2,,71248
3021,11,11,2,,85447
3022,6,6,2,,35479
3023,7,6,2,,75438
3024,16,10,2,,43062
3025,17,11,2,,80120
3026,14,12,2,,14946
3027,8,5,2,,63629
3028,10,18,2,,40319
3029,5,10,2,,74851
3030,17,13,2,,82758
3031,6,8,2,,13786
3032,18,12,2,,74412
3033,12,17,2,,15586
3034,6,20,2,,36061
3035,14,7,2,,48455
3036,7,16,2,,26864
3037,12,16,2,,53908
3038,18,8,2,,25235
3039,7,20,2,,75955
3040,19,13,2,,73753
3041,13,20,2,,13813
3042,7,15,2,,88395
3043,9,16,2,,17854
3044,6,7,2,,91592
3045,14,9,2,,12420
3046,10,10,2,,81547
3047,12,6,2,,42891
3048,16,15,2,,20723
3049,8,12,2,,17656
3050,19,14,2,,52688
3051,13,14,2,,38428
3052,16,11,2,,83964
3053,11,17,2,,32887
3054,15,18,2,,97009
3055,20,12,2,,23090
3056,15,11,2,,26476
3057,8,5,2,,14925
3058,20,15,2,,20068
3059,15,17,2,,37500
3060,7,12,2,,97712
3061,12,10,2,,46358
3062,19,11,2,,18221
3063,9,8,2,,17477
3064,16,6,2,,72930
3065,5,14,2,,73944
3066,7,18,2,,75839
3067,14,9,2,,15832
3068,20,17,2,,57526
3069,18,8,2,,63296
3070,11,12,2,,42067
3071,8,13,2,,80313
3072,17,9,2,,13845
3073,12,14,2,,19803
3074,10,8,2,,18909
3075,12,7,2,,53045
3076,8,12,2,,72250
3077,10,13,2,,53836
3078,10,17,2,,40465
3079,13,9,2,,31671
3080,9,19,2,,78232
3081,13,14,2,,38782
3082,16,7,2,,38749
3083,11,13,2,,92546
3084,7,11,2,,26535
3085,17,7,2,,29510
3086,12,8,2,,42066
3087,7,5,2,,65274
3088,17,8,2,,55518
3089,18,18,2,,19787
3090,15,10,2,,98392
3091,12,11,2,,65931
3092,18,14,2,,69970
3093,7,15,2,,68711
3094,11,15,2,,55946
3095,19,9,2,,60097
3096,20,11,2,,87171
3097,9,12,2,,45561
3098,10,12,2,,53674
3099,6,16,2,,32800
3100,10,8,2,,60466
3101,18,11,2,,42193
3102,14,9,2,,71168
3103,5,12,2,,17327
3104,16,17,2,,95319
3105,10,16,2,,15051
3106,18,9,2,,37691
3107,6,10,2,,72337
3108,6,17,2,,25687
3109,9,13,2,,90171
3110,19,17,2,,51151
3111,20,11,2,,60540
3112,11,13,2,,52144
3113,9,8,2,,13752
3114,8,15,2,,61590
3115,7,12,2,,94024
3116,16,17,2,,76466
3117,5,9,2,,40564
3118,14,12,2,,40904
3119,19,5,2,,58185
3120,8,14,2,,32256
3121,6,7,2,,38061
3122,11,9,2,,76717
3123,6,13,2,,87822
3124,13,6,2,,22712
3125,7,11,2,,13457
3126,17,11,2,,87252
3127,14,16,2,,47047
3128,15,14,2,,56327
3129,9,16,2,,86487
3130,16,6,2,,82807
3131,18,10,2,,82198
3132,12,11,2,,48295
3133,10,16,2,,36504
3134,9,12,2,,14157
3135,7,18,2,,75037
3136,7,8,2,,54571
3137,10,19,2,,13784
3138,13,11,2,,92853
3139,6,7,2,,98973
3140,5,12,2,,85487
3141,14,13,2,,11066
3142,10,15,2,,64959
3143,14,17,2,,57585
3144,10,13,2,,68570
3145,14,14,2,,12785
3146,18,16,2,,71659
3147,8,5,2,,65598
3148,5,19,2,,95762
3149,16,14,2,,10622
3150,16,15,2,,82619
3151,6,19,2,,91420
3152,19,15,2,,27840
3153,6,9,2,,48435
3154,19,15,2,,97380
3155,12,16,2,,78078
3156,18,9,2,,10152
3157,20,14,2,,82229
3158,6,12,2,,86346
3159,5,9,2,,68760
3160,13,9,2,,48577
3161,18,7,2,,67160
3162,11,9,2,,38795
3163,11,15,2,,17416
3164,8,6,2,,92907
3165,13,12,2,,48465
3166,5,18,2,,95436
3167,6,9,2,,30578
3168,15,15,2,,56130
3169,14,10,2,,82994
3170,14,19,2,,97104
3171,10,11,2,,52855
3172,8,8,2,,78020
3173,9,17,2,,82947
3174,13,18,2,,70345
3175,19,10,2,,71697
3176,10,9,2,,12266
3177,9,7,2,,68726
3178,20,15,2,,27105
3179,19,16,2,,27655
3180,13,6,2,,16489
3181,12,14,2,,83368
3182,17,6,2,,48742
3183,11,17,2,,70828
3184,15,16,2,,26555
3185,5,20,2,,60010
3186,16,17,2,,70991
3187,10,18,2,,83533
3188,17,19,2,,27186
3189,7,12,2,,91666
3190,12,8,2,,23766
3191,18,13,2,,28686
3192,19,9,2,,18523
3193,5,20,2,,97163
3194,19,7,2,,96951
3195,12,11,2,,42593
3196,19,20,2,,52513
3197,19,7,2,,41261
3198,15,14,2,,87387
3199,16,12,2,,10756
3200,20,20,2,,84179
3201,14,10,2,,35580
3202,10,16,2,,16864
3203,6,20,2,,94567
3204,7,8,2,,58728
3205,18,16,2,,12771
3206,11,7,2,,56812
3207,18,9,2,,12016
3208,18,16,2,,92182
3209,9,15,2,,45109
3210,9,14,2,,82705
3211,19,19,2,,36965
3212,6,8,2,,55822
3213,10,7,2,,20825
3214,9,9,2,,81338
3215,14,6,2,,27870
3216,12,8,2,,63600
3217,14,7,2,,20193
3218,20,10,2,,88768
3219,12,7,2,,98165
3220,9,16,2,,61996
3221,16,19,2,,17797
3222,12,15,2,,75147
3223,10,20,2,,36785
3224,10,16,2,,75359
3225,7,7,2,,29589
3226,19,9,2,,38857
3227,16,12,2,,94369
3228,11,6,2,,53077
3229,10,14,2,,27162
3230,9,5,2,,15474
3231,8,9,2,,85885
3232,18,17,2,,61473
3233,6,12,2,,58855
3234,15,9,2,,15085
3235,13,8,2,,33521
3236,5,11,2,,95959
3237,13,5,2,,16514
3238,5,6,2,,88451
3239,14,7,2,,26794
3240,19,10,2,,49582
3241,19,19,2,,92245
3242,12,18,2,,26654
3243,5,6,2,,87991
3244,8,8,2,,75682
3245,13,6,2,,60153
3246,11,15,2,,32190
3247,19,9,2,,76479
3248,5,19,2,,94759
3249,15,13,2,,49083
3250,8,16,2,,18703
3251,12,5,2,,44646
3252,19,13,2,,66452
3253,16,12,2,,38187
3254,14,8,2,,59252
3255,10,14,2,,69750
3256,11,16,2,,28618
3257,10,19,2,,47628
3258,9,12,2,,34634
3259,10,20,2,,11471
3260,15,7,2,,29226
3261,9,7,2,,47444
3262,17,5,2,,43682
3263,5,19,2,,89520
3264,10,19,2,,91325
3265,19,12,2,,79506
3266,17,12,2,,79816
3267,16,12,2,,63962
3268,5,15,2,,82355
3269,13,19,2,,83294
3270,12,16,2,,54094
3271,20,16,2,,94981
3272,17,13,2,,35751
3273,9,19,2,,24743
3274,8,15,2,,66769
3275,14,12,2,,31921
3276,5,18,2,,91093
3277,8,5,2,,58091
3278,7,6,2,,13194
3279,11,14,2,,63241
3280,14,6,2,,88775
3281,8,16,2,,48451
3282,16,14,2,,11966
3283,17,14,2,,67815
3284,7,10,2,,67467
3285,9,18,2,,98517
3286,19,20,2,,94587
3287,8,14,2,,92404
3288,9,13,2,,64446
3289,15,15,2,,87579
3290,7,19,2,,83747
3291,10,14,2,,75318
3292,13,16,2,,68081
3293,12,11,2,,89578
3294,6,15,2,,96895
3295,10,9,2,,12700
3296,8,11,2,,18242
3297,5,6,2,,34108
3298,20,11,2,,41545
3299,16,8,2,,35865
3300,15,7,2,,50865
3301,10,7,2,,17890
3302,18,9,2,,34747
3303,16,15,2,,53674
3304,10,11,2,,57918
3305,15,5,2,,36163
3306,15,11,2,,39586
3307,19,8,2,,22025
3308,5,17,2,,81817
3309,17,13,2,,58666
3310,9,10,2,,19144
3311,5,17,2,,63676
3312,12,6,2,,99949
3313,20,12,2,,93446
3314,6,10,2,,75103
3315,20,5,2,,45165
3316,12,6,2,,80123
3317,17,15,2,,79090
3318,10,17,2,,17503
3319,12,20,2,,23621
3320,14,6,2,,60597
3321,10,6,2,,86915
3322,10,5,2,,34882
3323,5,7,2,,49177
3324,5,14,2,,89609
3325,9,7,2,,79940
3326,8,17,2,,78403
3327,5,13,2,,76786
3328,20,18,2,,52915
3329,7,17,2,,50280
3330,20,19,2,,71450
3331,12,10,2,,26708
3332,20,5,2,,86459
3333,20,14,2,,80480
3334,16,11,2,,33363
3335,20,11,2,,30661
3336,15,16,2,,17656
3337,19,7,2,,78437
3338,14,13,2,,67068
3339,20,15,2,,82699
3340,9,10,2,,11201
3341,18,9,2,,35797
3342,11,5,2,,98004
3343,11,11,2,,54197
3344,5,15,2,,40498
3345,14,9,2,,90246
3346,11,10,2,,95283
3347,20,15,2,,51375
3348,12,6,2,,82576
3349,20,16,2,,57201
3350,13,6,2,,82312
3351,10,5,2,,79632
3352,18,17,2,,57680
3353,6,10,2,,74941
3354,17,15,2,,59827
3355,10,5,2,,12659
3356,17,10,2,,15392
3357,17,18,2,,69306
3358,20,14,2,,84348
3359,10,14,2,,83835
3360,15,8,2,,37872
3361,12,7,2,,51501
3362,13,15,2,,28626
3363,12,11,2,,54055
3364,6,8,2,,32784
3365,13,15,2,,36145
3366,12,10,2,,54369
3367,9,12,2,,53033
3368,11,10,2,,98151
3369,13,6,2,,75075
3370,6,20,2,,37340
3371,11,17,2,,82705
3372,17,6,2,,38065
3373,18,8,2,,94001
3374,15,6,2,,76712
3375,11,18,2,,41058
3376,15,10,2,,51353
3377,17,12,2,,50334
3378,16,7,2,,42306
3379,7,16,2,,48990
3380,5,13,2,,48390
3381,6,5,2,,44809
3382,8,8,2,,34499
3383,14,14,2,,57356
3384,19,15,2,,52816
3385,16,20,2,,81125
3386,6,13,2,,94474
3387,14,15,2,,83822
3388,10,20,2,,14975
3389,19,19,2,,35760
3390,10,12,2,,29689
3391,14,11,2,,36880
3392,11,10,2,,93785
3393,16,18,2,,51598
3394,14,11,2,,27120
3395,11,7,2,,56321
3396,6,11,2,,76320
3397,12,19,2,,57015
3398,6,10,2,,97793
3399,10,14,2,,15119
3400,14,19,2,,38791
3401,14,13,2,,79567
3402,15,17,2,,90116
3403,18,8,2,,50161
3404,14,16,2,,57197
3405,11,9,2,,32075
3406,15,14,2,,14709
3407,12,19,2,,74169
3408,17,5,2,,84206
3409,7,17,2,,17606
3410,16,20,2,,42623
3411,14,17,2,,37295
3412,7,14,2,,29993
3413,7,17,2,,58923
3414,6,5,2,,74275
3415,14,7,2,,22269
3416,13,10,2,,58788
3417,17,9,2,,18504
3418,7,17,2,,14693
3419,8,18,2,,84883
3420,8,11,2,,73587
3421,14,12,2,,56611
3422,16,19,2,,21230
3423,19,19,2,,18563
3424,5,13,2,,50552
3425,15,20,2,,43179
3426,15,15,2,,34013
3427,13,13,2,,92342
3428,10,7,2,,54892
3429,18,8,2,,99448
3430,9,12,2,,18330
3431,12,18,2,,51915
3432,6,6,2,,26555
3433,10,20,2,,70043
3434,5,7,2,,49957
3435,15,16,2,,29652
3436,16,19,2,,63955
3437,17,9,2,,28262
3438,19,6,2,,50836
3439,10,8,2,,60034
3440,15,10,2,,74046
3441,5,11,2,,40272
3442,7,8,2,,10696
3443,16,12,2,,88798
3444,19,12,2,,82485
3445,11,9,2,,56031
3446,6,19,2,,39069
3447,6,11,2,,75058
3448,12,18,2,,75646
3449,17,12,2,,71955
3450,19,19,2,,78047
3451,12,11,2,,12320
3452,20,11,2,,85894
3453,12,20,2,,86235
3454,18,14,2,,27810
3455,10,17,2,,44358
3456,19,14,2,,14575
3457,7,7,2,,94169
3458,16,9,2,,24738
3459,9,7,2,,68990
3460,20,14,2,,47105
3461,6,12,2,,61462
3462,14,11,2,,25700
3463,18,18,2,,73854
3464,8,16,2,,96244
3465,5,9,2,,80804
3466,13,5,2,,47209
3467,20,13,2,,36730
3468,10,6,2,,42070
3469,19,5,2,,21323
3470,9,9,2,,98701
3471,16,20,2,,61363
3472,14,19,2,,22029
3473,8,6,2,,81398
